celex,readable_name,cluster_id,cluster_name,method
32016R0793,Regulation (EU) 2016/793,13,"Health, Medicines & Life Sciences",hand
32016R0794,EUROPOL Regulation 2016 [Regulation (EU) 2016/794],9,Criminal Justice & Fundamental Rights,hand
32016R0796,ERA Regulation [Regulation (EU) 2016/796],11,Transport & Mobility,hand
32016R0860,Regulation (EU) 2016/860,5,"Financial Markets, Investment & Capital",keyword
32016R0867,AnaCredit Regulation [Regulation (EU) 2016/867],5,"Financial Markets, Investment & Capital",hand
32016R0908,Regulation (EU) 2016/908,5,"Financial Markets, Investment & Capital",keyword
32016R0909,Regulation (EU) 2016/909,5,"Financial Markets, Investment & Capital",keyword
32016R0911,Regulation (EU) 2016/911,5,"Financial Markets, Investment & Capital",keyword
32016R0957,Regulation (EU) 2016/957,5,"Financial Markets, Investment & Capital",keyword
32016R0958,Regulation (EU) 2016/958,5,"Financial Markets, Investment & Capital",keyword
32016R0960,Regulation (EU) 2016/960,5,"Financial Markets, Investment & Capital",keyword
32016R0962,Regulation (EU) 2016/962,5,"Financial Markets, Investment & Capital",keyword
32016R0963,Regulation (EU) 2016/963,11,Transport & Mobility,keyword
32016R1011,Benchmarks Regulation [Regulation (EU) 2016/1011],5,"Financial Markets, Investment & Capital",hand
32016R1012,Animal Breeding Regulation [Regulation (EU) 2016/1012],14,"Agriculture, Fisheries & Rural Development",hand
32016R1014,Regulation (EU) 2016/1014,5,"Financial Markets, Investment & Capital",hand
32016R1033,Regulation (EU) 2016/1033,5,"Financial Markets, Investment & Capital",hand
32016R1075,Regulation (EU) 2016/1075,5,"Financial Markets, Investment & Capital",keyword
32016R1103,Regulation (EU) 2016/1103,7,Consumer Rights & Internal Market,hand
32016R1104,Regulation (EU) 2016/1104,7,Consumer Rights & Internal Market,hand
32016R1139,Regulation (EU) 2016/1139,14,"Agriculture, Fisheries & Rural Development",keyword
32016R1178,Regulation (EU) 2016/1178,5,"Financial Markets, Investment & Capital",keyword
32016R1191,Public Documents Regulation [Regulation (EU) 2016/1191],7,Consumer Rights & Internal Market,hand
32016R1199,Regulation (EU) 2016/1199,11,Transport & Mobility,keyword
32016R1237,Regulation (EU) 2016/1237,5,"Financial Markets, Investment & Capital",keyword
32016R1400,Regulation (EU) 2016/1400,5,"Financial Markets, Investment & Capital",keyword
32016R1401,Regulation (EU) 2016/1401,5,"Financial Markets, Investment & Capital",keyword
32016R1437,Regulation (EU) 2016/1437,5,"Financial Markets, Investment & Capital",keyword
32016R1450,Regulation (EU) 2016/1450,5,"Financial Markets, Investment & Capital",keyword
32016R1624,European Border and Coast Guard Regulation [Regulation (EU) 2016/1624],10,"Migration, Asylum & Border Management",keyword
32016R1628,NRMM Regulation [Regulation (EU) 2016/1628],7,Consumer Rights & Internal Market,keyword
32016R1686,Regulation (EU) 2016/1686,9,Criminal Justice & Fundamental Rights,keyword
32016R1712,Regulation (EU) 2016/1712,5,"Financial Markets, Investment & Capital",keyword
32016R1718,Regulation (EU) 2016/1718,11,Transport & Mobility,keyword
32016R1953,Regulation (EU) 2016/1953,10,"Migration, Asylum & Border Management",keyword
32016R1986,Regulation (EU) 2016/1986,15,EU Institutional Framework & Funding,keyword
32016R2020,Regulation (EU) 2016/2020,5,"Financial Markets, Investment & Capital",keyword
32016R2021,Regulation (EU) 2016/2021,5,"Financial Markets, Investment & Capital",keyword
32016R2022,Regulation (EU) 2016/2022,5,"Financial Markets, Investment & Capital",keyword
32016R2030,"Regulation (EU, Euratom) 2016/2030",9,Criminal Justice & Fundamental Rights,hand
32016R2031,Plant Health Regulation [Regulation (EU) 2016/2031],13,"Health, Medicines & Life Sciences",keyword
32016R2071,Regulation (EU) 2016/2071,11,Transport & Mobility,keyword
32016R2214,Regulation (EU) 2016/2214,11,Transport & Mobility,keyword
32016R2251,Regulation (EU) 2016/2251,5,"Financial Markets, Investment & Capital",keyword
32016R2286,Regulation (EU) 2016/2286,2,Platform Regulation & Digital Markets,keyword
32016R2340,Regulation (EU) 2016/2340,5,"Financial Markets, Investment & Capital",keyword
32017L0159,Directive (EU) 2017/159,11,Transport & Mobility,keyword
32017L0541,Combating Terrorism Directive [Directive (EU) 2017/541],9,Criminal Justice & Fundamental Rights,keyword
32017L0593,Directive (EU) 2017/593,5,"Financial Markets, Investment & Capital",keyword
32017L0738,Directive (EU) 2017/738,13,"Health, Medicines & Life Sciences",keyword
32017L0774,Directive (EU) 2017/774,7,Consumer Rights & Internal Market,keyword
32017L0828,Shareholder Rights Directive II [Directive (EU) 2017/828],5,"Financial Markets, Investment & Capital",hand
32017L0853,Directive (EU) 2017/853,9,Criminal Justice & Fundamental Rights,keyword
32017L0898,Directive (EU) 2017/898,7,Consumer Rights & Internal Market,keyword
32017L1132,Company Law Directive [Directive (EU) 2017/1132],5,"Financial Markets, Investment & Capital",hand
32017L1371,PIF Directive [Directive (EU) 2017/1371],9,Criminal Justice & Fundamental Rights,hand
32017L1564,Marrakesh Treaty Implementation Directive [Directive (EU) 2017/1564],3,"Digital Content, Media & Copyright",hand
32017L1852,Tax Dispute Resolution Directive [Directive (EU) 2017/1852],5,"Financial Markets, Investment & Capital",keyword
32017L2103,Directive (EU) 2017/2103,9,Criminal Justice & Fundamental Rights,keyword
32017L2109,Directive (EU) 2017/2109,11,Transport & Mobility,hand
32017L2110,Directive (EU) 2017/2110,11,Transport & Mobility,keyword
32017L2397,Inland Navigation Qualifications Directive [Directive (EU) 2017/2397],11,Transport & Mobility,hand
32017L2398,Directive (EU) 2017/2398,7,Consumer Rights & Internal Market,keyword
32017L2399,Directive (EU) 2017/2399,6,"Banking, Payments, Insurance & AML",keyword
32017R0040,Regulation (EU) 2017/40,15,EU Institutional Framework & Funding,keyword
32017R0072,Regulation (EU) 2017/72,6,"Banking, Payments, Insurance & AML",keyword
32017R0079,Regulation (EU) 2017/79,11,Transport & Mobility,keyword
32017R0140,Regulation (EU) 2017/140,13,"Health, Medicines & Life Sciences",keyword
32017R0180,Regulation (EU) 2017/180,5,"Financial Markets, Investment & Capital",keyword
32017R0207,Regulation (EU) 2017/207,9,Criminal Justice & Fundamental Rights,keyword
32017R0208,Regulation (EU) 2017/208,6,"Banking, Payments, Insurance & AML",keyword
32017R0212,Regulation (EU) 2017/212,13,"Health, Medicines & Life Sciences",keyword
32017R0331,Regulation (EU) 2017/331,9,Criminal Justice & Fundamental Rights,keyword
32017R0352,Port Services Regulation [Regulation (EU) 2017/352],11,Transport & Mobility,hand
32017R0353,Regulation (EU) 2017/353,10,"Migration, Asylum & Border Management",keyword
32017R0373,Regulation (EU) 2017/373,7,Consumer Rights & Internal Market,keyword
32017R0389,Regulation (EU) 2017/389,5,"Financial Markets, Investment & Capital",keyword
32017R0390,Regulation (EU) 2017/390,5,"Financial Markets, Investment & Capital",keyword
32017R0391,Regulation (EU) 2017/391,5,"Financial Markets, Investment & Capital",keyword
32017R0392,Regulation (EU) 2017/392,5,"Financial Markets, Investment & Capital",keyword
32017R0458,Regulation (EU) 2017/458,9,Criminal Justice & Fundamental Rights,keyword
32017R0492,Regulation (EU) 2017/492,7,Consumer Rights & Internal Market,keyword
32017R0565,Regulation (EU) 2017/565,5,"Financial Markets, Investment & Capital",keyword
32017R0566,Regulation (EU) 2017/566,5,"Financial Markets, Investment & Capital",keyword
32017R0567,Regulation (EU) 2017/567,5,"Financial Markets, Investment & Capital",keyword
32017R0568,Regulation (EU) 2017/568,5,"Financial Markets, Investment & Capital",keyword
32017R0569,Regulation (EU) 2017/569,5,"Financial Markets, Investment & Capital",keyword
32017R0570,Regulation (EU) 2017/570,5,"Financial Markets, Investment & Capital",keyword
32017R0572,Regulation (EU) 2017/572,5,"Financial Markets, Investment & Capital",keyword
32017R0573,Regulation (EU) 2017/573,5,"Financial Markets, Investment & Capital",keyword
32017R0575,Regulation (EU) 2017/575,5,"Financial Markets, Investment & Capital",keyword
32017R0576,Regulation (EU) 2017/576,5,"Financial Markets, Investment & Capital",keyword
32017R0577,Regulation (EU) 2017/577,5,"Financial Markets, Investment & Capital",keyword
32017R0578,Regulation (EU) 2017/578,5,"Financial Markets, Investment & Capital",keyword
32017R0579,Regulation (EU) 2017/579,5,"Financial Markets, Investment & Capital",keyword
32017R0580,Regulation (EU) 2017/580,5,"Financial Markets, Investment & Capital",keyword
32017R0581,Regulation (EU) 2017/581,5,"Financial Markets, Investment & Capital",keyword
32017R0582,Regulation (EU) 2017/582,5,"Financial Markets, Investment & Capital",keyword
32017R0583,Regulation (EU) 2017/583,5,"Financial Markets, Investment & Capital",keyword
32017R0584,Regulation (EU) 2017/584,2,Platform Regulation & Digital Markets,keyword
32017R0585,Regulation (EU) 2017/585,5,"Financial Markets, Investment & Capital",keyword
32017R0586,Regulation (EU) 2017/586,5,"Financial Markets, Investment & Capital",keyword
32017R0588,Regulation (EU) 2017/588,5,"Financial Markets, Investment & Capital",keyword
32017R0589,Regulation (EU) 2017/589,2,Platform Regulation & Digital Markets,keyword
32017R0590,Regulation (EU) 2017/590,5,"Financial Markets, Investment & Capital",keyword
32017R0610,Regulation (EU) 2017/610,5,"Financial Markets, Investment & Capital",keyword
32017R0625,OCR - Official Controls Regulation [Regulation (EU) 2017/625],14,"Agriculture, Fisheries & Rural Development",hand
32017R0653,Regulation (EU) 2017/653,5,"Financial Markets, Investment & Capital",keyword
32017R0716,Regulation (EU) 2017/716,13,"Health, Medicines & Life Sciences",keyword
32017R0717,Regulation (EU) 2017/717,13,"Health, Medicines & Life Sciences",keyword
32017R0745,MDR - Medical Devices Regulation [Regulation (EU) 2017/745],13,"Health, Medicines & Life Sciences",hand
32017R0746,IVDR - In Vitro Diagnostic Medical Devices Regulation [Regulation (EU) 2017/746],13,"Health, Medicines & Life Sciences",hand
32017R0747,Regulation (EU) 2017/747,6,"Banking, Payments, Insurance & AML",keyword
32017R0825,Regulation (EU) 2017/825,15,EU Institutional Framework & Funding,keyword
32017R0867,Regulation (EU) 2017/867,6,"Banking, Payments, Insurance & AML",hand
32017R0891,Regulation (EU) 2017/891,14,"Agriculture, Fisheries & Rural Development",keyword
32017R0979,Regulation (EU) 2017/979,5,"Financial Markets, Investment & Capital",keyword
32017R0980,Regulation (EU) 2017/980,5,"Financial Markets, Investment & Capital",keyword
32017R1001,EU Trade Mark Regulation [Regulation (EU) 2017/1001],8,Intellectual Property,hand
32017R1004,Fisheries Data Collection Regulation [Regulation (EU) 2017/1004],14,"Agriculture, Fisheries & Rural Development",hand
32017R1018,Regulation (EU) 2017/1018,5,"Financial Markets, Investment & Capital",keyword
32017R1128,Cross-Border Portability Regulation [Regulation (EU) 2017/1128],3,"Digital Content, Media & Copyright",hand
32017R1129,Prospectus Regulation [Regulation (EU) 2017/1129],5,"Financial Markets, Investment & Capital",hand
32017R1131,Money Market Funds Regulation [Regulation (EU) 2017/1131],5,"Financial Markets, Investment & Capital",hand
32017R1151,Regulation (EU) 2017/1151,11,Transport & Mobility,keyword
32017R1154,Regulation (EU) 2017/1154,11,Transport & Mobility,keyword
32017R1182,Regulation (EU) 2017/1182,14,"Agriculture, Fisheries & Rural Development",keyword
32017R1183,Regulation (EU) 2017/1183,7,Consumer Rights & Internal Market,keyword
32017R1230,Regulation (EU) 2017/1230,10,"Migration, Asylum & Border Management",keyword
32017R1259,Regulation (EU) 2017/1259,7,Consumer Rights & Internal Market,keyword
32017R1347,Regulation (EU) 2017/1347,11,Transport & Mobility,keyword
32017R1369,Energy Labelling Regulation [Regulation (EU) 2017/1369],12,"Environment, Energy & Climate",hand
32017R1370,Regulation (EU) 2017/1370,10,"Migration, Asylum & Border Management",keyword
32017R1422,Regulation (EU) 2017/1422,13,"Health, Medicines & Life Sciences",keyword
32017R1469,Regulation (EU) 2017/1469,6,"Banking, Payments, Insurance & AML",hand
32017R1509,Regulation (EU) 2017/1509,15,EU Institutional Framework & Funding,keyword
32017R1538,Regulation (EU) 2017/1538,5,"Financial Markets, Investment & Capital",keyword
32017R1563,Regulation (EU) 2017/1563,3,"Digital Content, Media & Copyright",hand
32017R1569,Regulation (EU) 2017/1569,13,"Health, Medicines & Life Sciences",keyword
32017R1770,Regulation (EU) 2017/1770,15,EU Institutional Framework & Funding,keyword
32017R1787,Regulation (EU) 2017/1787,11,Transport & Mobility,keyword
32017R1799,Regulation (EU) 2017/1799,5,"Financial Markets, Investment & Capital",keyword
32017R1926,MMTIS - Multimodal Travel Information Services Delegated Regulation [Commission Delegated Regulation (EU) 2017/1926],11,Transport & Mobility,keyword
32017R1938,Gas Security of Supply Regulation [Regulation (EU) 2017/1938],12,"Environment, Energy & Climate",keyword
32017R1939,EPPO Regulation [Council Regulation (EU) 2017/1939],9,Criminal Justice & Fundamental Rights,keyword
32017R1940,Regulation (EU) 2017/1940,13,"Health, Medicines & Life Sciences",keyword
32017R1943,Regulation (EU) 2017/1943,5,"Financial Markets, Investment & Capital",keyword
32017R1946,Regulation (EU) 2017/1946,5,"Financial Markets, Investment & Capital",keyword
32017R1991,Regulation (EU) 2017/1991,5,"Financial Markets, Investment & Capital",keyword
32017R2055,Regulation (EU) 2017/2055,5,"Financial Markets, Investment & Capital",keyword
32017R2063,Regulation (EU) 2017/2063,15,EU Institutional Framework & Funding,keyword
32017R2092,Regulation (EU) 2017/2092,14,"Agriculture, Fisheries & Rural Development",keyword
32017R2107,Regulation (EU) 2017/2107,12,"Environment, Energy & Climate",keyword
32017R2154,Regulation (EU) 2017/2154,5,"Financial Markets, Investment & Capital",keyword
32017R2188,Regulation (EU) 2017/2188,5,"Financial Markets, Investment & Capital",keyword
32017R2194,Regulation (EU) 2017/2194,5,"Financial Markets, Investment & Capital",keyword
32017R2225,EES Schengen Borders Code Amendment Regulation [Regulation (EU) 2017/2225],10,"Migration, Asylum & Border Management",hand
32017R2226,EES Regulation [Regulation (EU) 2017/2226],10,"Migration, Asylum & Border Management",hand
32017R2358,Regulation (EU) 2017/2358,6,"Banking, Payments, Insurance & AML",keyword
32017R2359,Regulation (EU) 2017/2359,6,"Banking, Payments, Insurance & AML",keyword
32017R2361,Regulation (EU) 2017/2361,6,"Banking, Payments, Insurance & AML",keyword
32017R2364,Regulation (EU) 2017/2364,7,Consumer Rights & Internal Market,keyword
32017R2365,Regulation (EU) 2017/2365,7,Consumer Rights & Internal Market,keyword
32017R2366,Regulation (EU) 2017/2366,7,Consumer Rights & Internal Market,keyword
32017R2393,Regulation (EU) 2017/2393,13,"Health, Medicines & Life Sciences",keyword
32017R2394,Consumer Protection Cooperation Regulation [Regulation (EU) 2017/2394],7,Consumer Rights & Internal Market,hand
32017R2395,Regulation (EU) 2017/2395,6,"Banking, Payments, Insurance & AML",keyword
32017R2396,Regulation (EU) 2017/2396,5,"Financial Markets, Investment & Capital",hand
32017R2400,Regulation (EU) 2017/2400,11,Transport & Mobility,keyword
32017R2401,Regulation (EU) 2017/2401,5,"Financial Markets, Investment & Capital",keyword
32017R2402,Securitisation Regulation [Regulation (EU) 2017/2402],5,"Financial Markets, Investment & Capital",hand
32017R2403,External Fishing Fleets Regulation [Regulation (EU) 2017/2403],11,Transport & Mobility,hand
32017R2417,Regulation (EU) 2017/2417,5,"Financial Markets, Investment & Capital",keyword
32018L0131,Directive (EU) 2018/131,11,Transport & Mobility,keyword
32018L0410,EU ETS Amendment Directive [Directive (EU) 2018/410],12,"Environment, Energy & Climate",keyword
32018L0411,Directive (EU) 2018/411,6,"Banking, Payments, Insurance & AML",hand
32018L0645,Directive (EU) 2018/645,11,Transport & Mobility,hand
32018L0725,Directive (EU) 2018/725,13,"Health, Medicines & Life Sciences",keyword
